Identical match,Linear A word,Original_Word,Source,Linear A fonts
t,TU,AAt,KH 91,TU
t,TU,Aaat,KH 91,TU
t,TU,Aaati,KH 91,TU
t,TU,At,KH 91,TU
t,TU,Ati,KH 91,TU
t,TU,aAat,KH 91,TU
t,TU,aAt,KH 91,TU
t,TU,at,KH 91,TU
t,TU,iAAt,KH 91,TU
t,TU,iAit,KH 91,TU
t,TU,iAt,KH 91,TU
t,TU,iat,KH 91,TU
t,TU,it,KH 91,TU
t,TU,itA,KH 91,TU
t,TU,iti,KH 91,TU
t,]-TI-[,AAt,PYR 2,]-TI-[
t,]-TI-[,Aaat,PYR 2,]-TI-[
t,]-TI-[,Aaati,PYR 2,]-TI-[
t,]-TI-[,At,PYR 2,]-TI-[
t,]-TI-[,Ati,PYR 2,]-TI-[
t,]-TI-[,aAat,PYR 2,]-TI-[
t,]-TI-[,aAt,PYR 2,]-TI-[
t,]-TI-[,at,PYR 2,]-TI-[
t,]-TI-[,iAAt,PYR 2,]-TI-[
t,]-TI-[,iAit,PYR 2,]-TI-[
t,]-TI-[,iAt,PYR 2,]-TI-[
t,]-TI-[,iat,PYR 2,]-TI-[
t,]-TI-[,it,PYR 2,]-TI-[
t,]-TI-[,itA,PYR 2,]-TI-[
t,]-TI-[,iti,PYR 2,]-TI-[
tm,TU-MA,item,HT94b,TU-MA
tn,TA-NE,Aten,HT135b,TA-NE
tn,TA-NE,iten,HT135b,TA-NE
tn,TA-NI,Aten,HT97a,TA-NI
tn,TA-NI,iten,HT97a,TA-NI
tn,TE-NI,Aten,HT6A,TE-NI
tn,TE-NI,iten,HT6A,TE-NI
tn,TU-NE,Aten,HT87,TU-NE
tn,TU-NE,iten,HT87,TU-NE
tnt,TA-NA-TE,itent,ZA010a,TA-NA-TE
tnt,TA-NA-TI,itent,HT10B,TA-NA-TI
tnt,TA-NA-TI,itent,HT49a,TA-NA-TI
tnt,TA-NA-TI,itent,HT98a,TA-NA-TI
tnt,TA-NI-TI,itent,HT7A,TA-NI-TI
tp,TA-PA,Atep,HT104,TA-PA
tp,TA-PA,itep,HT104,TA-PA
tp,TA-PA,itpi,HT104,TA-PA
tp,TU-PA,Atep,HT112a,TU-PA
tp,TU-PA,itep,HT112a,TU-PA
tp,TU-PA,itpi,HT112a,TU-PA
tr,TA-RA,Atr,HT89,TA-RA
tr,TA-RA,iAtr,HT89,TA-RA
tr,TA-RA,iter,HT89,TA-RA
tr,TA-RA,itr,HT89,TA-RA
tr,TE-RI,Atr,PH31b,TE-RI
tr,TE-RI,iAtr,PH31b,TE-RI
tr,TE-RI,iter,PH31b,TE-RI
tr,TE-RI,itr,PH31b,TE-RI
tt,TA-TA,Att,KH007a,TA-TA
tt,TA-TA,aatt,KH007a,TA-TA
tt,TA-TA,atat,KH007a,TA-TA
tt,TA-TA,att,KH007a,TA-TA
tt,TA-TA,iAtAta,KH007a,TA-TA
tt,TA-TA,iAtt,KH007a,TA-TA
tt,TA-TA,itt,KH007a,TA-TA
tt,TA-TI,Att,HT26A,TA-TI
tt,TA-TI,aatt,HT26A,TA-TI
tt,TA-TI,atat,HT26A,TA-TI
tt,TA-TI,att,HT26A,TA-TI
tt,TA-TI,iAtAta,HT26A,TA-TI
tt,TA-TI,iAtt,HT26A,TA-TI
tt,TA-TI,itt,HT26A,TA-TI
tt,TE-TU,Att,HT13,TE-TU
tt,TE-TU,Att,HT7A,TE-TU
tt,TE-TU,aatt,HT13,TE-TU
tt,TE-TU,aatt,HT7A,TE-TU
tt,TE-TU,atat,HT13,TE-TU
tt,TE-TU,atat,HT7A,TE-TU
tt,TE-TU,att,HT13,TE-TU
tt,TE-TU,att,HT7A,TE-TU
tt,TE-TU,iAtAta,HT13,TE-TU
tt,TE-TU,iAtAta,HT7A,TE-TU
tt,TE-TU,iAtt,HT13,TE-TU
tt,TE-TU,iAtt,HT7A,TE-TU
tt,TE-TU,itt,HT13,TE-TU
tt,TE-TU,itt,HT7A,TE-TU
tw,TE-WE,Atw,HT91,TE-WE
tw,TE-WE,atw,HT91,TE-WE
w,WA,Aaaw,HT98a,WA
w,WA,Aaaw,Wc 3019,WA
w,WA,Aaw,HT98a,WA
w,WA,Aaw,Wc 3019,WA
w,WA,Aiw,HT98a,WA
w,WA,Aiw,Wc 3019,WA
w,WA,Aw,HT98a,WA
w,WA,Aw,Wc 3019,WA
w,WA,Awa,HT98a,WA
w,WA,Awa,Wc 3019,WA
w,WA,aAaAiw,HT98a,WA
w,WA,aAaAiw,Wc 3019,WA
w,WA,aAw,HT98a,WA
w,WA,aAw,Wc 3019,WA
w,WA,aAwA,HT98a,WA
w,WA,aAwA,Wc 3019,WA
w,WA,aaw,HT98a,WA
w,WA,aaw,Wc 3019,WA
w,WA,aiw,HT98a,WA
w,WA,aiw,Wc 3019,WA
w,WA,aiwa,HT98a,WA
w,WA,aiwa,Wc 3019,WA
w,WA,aw,HT98a,WA
w,WA,aw,Wc 3019,WA
w,WA,awA,HT98a,WA
w,WA,awA,Wc 3019,WA
w,WA,awa,HT98a,WA
w,WA,awa,Wc 3019,WA
w,WA,iAAw,HT98a,WA
w,WA,iAAw,Wc 3019,WA
w,WA,iAiAw,HT98a,WA
w,WA,iAiAw,Wc 3019,WA
w,WA,iAiw,HT98a,WA
w,WA,iAiw,Wc 3019,WA
w,WA,iAw,HT98a,WA
w,WA,iAw,Wc 3019,WA
w,WA,iAwA,HT98a,WA
w,WA,iAwA,Wc 3019,WA
w,WA,iaw,HT98a,WA
w,WA,iaw,Wc 3019,WA
w,WA,iw,HT98a,WA
w,WA,iw,Wc 3019,WA
w,WA,iwA,HT98a,WA
w,WA,iwA,Wc 3019,WA
w,WA,iwAi,HT98a,WA
w,WA,iwAi,Wc 3019,WA
w,WA,iwa,HT98a,WA
w,WA,iwa,Wc 3019,WA
w,WA,iwaa,HT98a,WA
w,WA,iwaa,Wc 3019,WA
w,WA,iwi,HT98a,WA
w,WA,iwi,Wc 3019,WA
w,WA,wA,HT98a,WA
w,WA,wA,Wc 3019,WA
w,WA,wAA,HT98a,WA
w,WA,wAA,Wc 3019,WA
w,WA,wAa,HT98a,WA
w,WA,wAa,Wc 3019,WA
w,WA,wa,HT98a,WA
w,WA,wa,Wc 3019,WA
w,WA,waA,HT98a,WA
w,WA,waA,Wc 3019,WA
w,WA,wi,HT98a,WA
w,WA,wi,Wc 3019,WA
w,WA,wiA,HT98a,WA
w,WA,wiA,Wc 3019,WA
wD,WA-DI,wAD,HT94b,WA-DI
wD,WA-DI,wDA,HT94b,WA-DI
wD,WA-DI,wDa,HT94b,WA-DI
wD,WI-DU,wAD,HT 5,WI-DU
wD,WI-DU,wDA,HT 5,WI-DU
wD,WI-DU,wDa,HT 5,WI-DU
wDn,WA-DI-NI,wADni,Wc 3007a,WA-DI-NI
wDn,WA-DI-NI,wDen,Wc 3007a,WA-DI-NI
wS,WI-SA,wAS,HT113,WI-SA
wS,WI-SA,wASA,HT113,WI-SA
wS,WI-SA,wSA,HT113,WI-SA
wS,WI-SA,wSa,HT113,WI-SA
wd,WA-DI,iwAd,HT94b,WA-DI
wd,WA-DI,iwd,HT94b,WA-DI
wd,WA-DI,wAd,HT94b,WA-DI
wd,WA-DI,wd,HT94b,WA-DI
wd,WA-DI,wda,HT94b,WA-DI
wd,WI-DU,iwAd,HT 5,WI-DU
wd,WI-DU,iwd,HT 5,WI-DU
wd,WI-DU,wAd,HT 5,WI-DU
wd,WI-DU,wd,HT 5,WI-DU
wd,WI-DU,wda,HT 5,WI-DU
wdn,WA-DI-NI,wden,Wc 3007a,WA-DI-NI
wdn,WA-DI-NI,wdena,Wc 3007a,WA-DI-NI
ws,WI-SA,AwAs,HT113,WI-SA
ws,WI-SA,iws,HT113,WI-SA
ws,WI-SA,wAs,HT113,WI-SA
ws,WI-SA,ws,HT113,WI-SA
wy,WI-YA,Awy,PH18a,WI-YA
wy,WI-YA,aAawy,PH18a,WI-YA
wy,WI-YA,awAy,PH18a,WI-YA
wy,WI-YA,awy,PH18a,WI-YA
wy,WI-YA,iAwy,PH18a,WI-YA
wy,WI-YA,iwAy,PH18a,WI-YA
wy,WI-YA,iwy,PH18a,WI-YA
wy,WI-YA,wAy,PH18a,WI-YA
wy,WI-YA,way,PH18a,WI-YA
wy,WI-YA,wya,PH18a,WI-YA
wyp,WA-YA-PI,wyp,HT9B,WA-YA-PI
y,YA,Aaya,SY ZA 1,YA
y,YA,Ay,SY ZA 1,YA
y,YA,aAy,SY ZA 1,YA
y,YA,aay,SY ZA 1,YA
y,YA,ay,SY ZA 1,YA
y,YA,iay,SY ZA 1,YA
y,YA,iy,SY ZA 1,YA
y,YA,yA,SY ZA 1,YA
y,YA,ya,SY ZA 1,YA
y,YA ,Aaya,KN ZA 18,YA 
y,YA ,Ay,KN ZA 18,YA 
y,YA ,aAy,KN ZA 18,YA 
y,YA ,aay,KN ZA 18,YA 
y,YA ,ay,KN ZA 18,YA 
y,YA ,iay,KN ZA 18,YA 
y,YA ,iy,KN ZA 18,YA 
y,YA ,yA,KN ZA 18,YA 
y,YA ,ya,KN ZA 18,YA 
y,[]-YA-[,Aaya,KH 90,[]-YA-[
y,[]-YA-[,Ay,KH 90,[]-YA-[
y,[]-YA-[,aAy,KH 90,[]-YA-[
y,[]-YA-[,aay,KH 90,[]-YA-[
y,[]-YA-[,ay,KH 90,[]-YA-[
y,[]-YA-[,iay,KH 90,[]-YA-[
y,[]-YA-[,iy,KH 90,[]-YA-[
y,[]-YA-[,yA,KH 90,[]-YA-[
y,[]-YA-[,ya,KH 90,[]-YA-[
yd,YE-DI,ydaA,HT122b,YE-DI
yd,YE-DI,ydaA,HT140,YE-DI
ym,YA-ME,yam,HT28a,YA-ME
ym,YA-ME,yam,HT28b,YA-ME
ym,YA-ME,ym,HT28a,YA-ME
ym,YA-ME,ym,HT28b,YA-ME
yn,YA-NA,aynA,nan,YA-NA
yq,YA-QE ,Ayq,KN ZA 17,YA-QE 
yw,YA-WA,iAyw,KN ZA 18,YA-WA
yw,YA-WA,iyw,KN ZA 18,YA-WA
yw,YA-WA,yAw,KN ZA 18,YA-WA
yw,YA-WA,ywa,KN ZA 18,YA-WA
yy,YA-YA,aAyaAy,PK ZA 18,YA-YA
yy,YA-YA,aAyaAy,SY ZA 8,YA-YA
